Initializing...
It is recommended that this program runs with GNU screen!
create db.txt file based on date
all friends of top12k twitter accounts and their profile are stored in the db, now we start to find their most followed friends
query to find number of followers of friends and to store the output in friends file.
         269257 function calls (260423 primitive calls) in 0.892 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 enum.py:792(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 copy.py:1(<module>)
      109    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:526(_validate_timestamp_pyc)
       52    0.000    0.000    0.000    0.000 core.py:900(__init__)
        5    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
     2845    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:1(<module>)
      660    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      162    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      483    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       21    0.000    0.000    0.000    0.000 enum.py:119(__prepare__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
      419    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 errorcode.py:32(<module>)
        1    0.000    0.000    0.000    0.000 server.py:15(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _posixsubprocess.fork_exec}
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        8    0.000    0.000    0.000    0.000 enum.py:864(_decompose)
        1    0.000    0.000    0.000    0.000 tokens.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:122(doc_note)
      610    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        1    0.000    0.000    0.000    0.000 signature.py:2(<module>)
        3    0.000    0.000    0.000    0.000 connection_cext.py:271(set_character_set_name)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
      532    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        3    0.000    0.000    0.000    0.000 {method 'set_character_set' of '_mysql_connector.MySQL' objects}
     1586    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        4    0.000    0.000    0.000    0.000 re.py:223(split)
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6738(add_newdoc_for_scalar_type)
       33    0.000    0.000    0.000    0.000 __init__.py:1323(_fixupParents)
       40    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
        1    0.000    0.000    0.000    0.000 network.py:15(<module>)
        2    0.000    0.000    0.000    0.000 connection_cext.py:509(cursor)
       55    0.000    0.000    0.000    0.000 enum.py:473(_get_mixins_)
      304    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
     1063    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        3    0.000    0.000    0.000    0.000 abstracts.py:361(config)
      345    0.000    0.000    0.000    0.000 functools.py:64(wraps)
      379    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        5    0.000    0.000    0.000    0.000 re.py:203(sub)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
      616    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
      378    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      419    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      377    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      376    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      364    0.000    0.000    0.000    0.000 enum.py:20(_is_dunder)
      273    0.000    0.000    0.000    0.000 function_base.py:428(_needs_add_docstring)
        3    0.000    0.000    0.000    0.000 connection_cext.py:138(autocommit)
        1    0.000    0.000    0.000    0.000 signals.py:2(<module>)
      612    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {method 'autocommit' of '_mysql_connector.MySQL' objects}
        1    0.000    0.000    0.000    0.000 srv_resolver.py:15(<module>)
        1    0.000    0.000    0.000    0.000 socks.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
      400    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 pyopenssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 catch23.py:29(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
        1    0.000    0.000    0.000    0.000 __init__.py:75(__fix_docstring)
        1    0.000    0.000    0.000    0.000 encryption_options.py:15(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1097(_close_pipe_fds)
      364    0.000    0.000    0.000    0.000 enum.py:28(_is_sunder)
        1    0.000    0.000    0.000    0.000 raw_bson.py:15(<module>)
       21    0.000    0.000    0.000    0.000 enum.py:505(_find_new_)
        1    0.000    0.000    0.000    0.000 driver_info.py:15(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
      132    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
     1337    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       43    0.000    0.000    0.000    0.000 ipaddress.py:1803(__init__)
      419    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:939(__init__)
      517    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        3    0.000    0.000    0.000    0.000 codec_options.py:245(__new__)
       14    0.000    0.000    0.000    0.000 abc.py:89(register)
      310    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:554(_validate_hash_pyc)
      555    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1219(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1976(MozillaCookieJar)
       14    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       50    0.000    0.000    0.000    0.000 _internal.py:784(_ufunc_doc_signature_formatter)
        2    0.000    0.000    0.000    0.000 {built-in method io.open}
       41    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
    39/20    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
        8    0.000    0.000    0.000    0.000 enum.py:881(<listcomp>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:359(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:370(<dictcomp>)
       85    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 configparser.py:522(LegacyInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:376(BasicInterpolation)
    39/20    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 enums.py:1(<module>)
        1    0.000    0.000    0.000    0.000 server_type.py:15(<module>)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _pydecimal.py:3888(__init__)
     1032    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
      264    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       69    0.000    0.000    0.000    0.000 status_codes.py:120(<genexpr>)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1125(_ip_int_from_string)
      132    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
        2    0.000    0.000    0.000    0.000 connection_cext.py:235(is_connected)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1551(_ip_int_from_string)
       26    0.000    0.000    0.000    0.000 core.py:927(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
      106    0.000    0.000    0.000    0.000 {built-in method numpy.array}
      228    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 thread_util.py:15(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
       12    0.000    0.000    0.000    0.000 datetime.py:488(__new__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
       18    0.000    0.000    0.000    0.000 core.py:1003(__init__)
        1    0.000    0.000    0.000    0.000 configparser.py:448(ExtendedInterpolation)
        1    0.000    0.000    0.000    0.000 codec_options.py:301(with_options)
        2    0.000    0.000    0.000    0.000 {method 'ping' of '_mysql_connector.MySQL' objects}
        1    0.000    0.000    0.000    0.000 configparser.py:1307(ConverterMapping)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
     1000    0.000    0.000    0.000    0.000 {built-in method _codecs.latin_1_encode}
        1    0.000    0.000    0.000    0.000 quoprimime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 son.py:15(<module>)
       68    0.000    0.000    0.000    0.000 status_codes.py:114(doc)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
      173    0.000    0.000    0.000    0.000 types.py:171(__get__)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
       11    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 operations.py:15(<module>)
       55    0.000    0.000    0.000    0.000 enum.py:484(_find_data_type)
        1    0.000    0.000    0.000    0.000 contextlib.py:72(inner)
        1    0.000    0.000    0.000    0.000 results.py:15(<module>)
      146    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
       47    0.000    0.000    0.000    0.000 ipaddress.py:535(_split_addr_prefix)
       21    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 resource.py:2(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:1074(wait)
      217    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        6    0.000    0.000    0.000    0.000 numeric.py:2388(extend_all)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:1772(_wait)
        1    0.000    0.000    0.000    0.000 cookies.py:3(<module>)
       34    0.000    0.000    0.000    0.000 __init__.py:1392(__init__)
        1    0.000    0.000    0.000    0.000 change_stream.py:15(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6358(__new__)
       91    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 cursor.py:15(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(create_module)
        1    0.000    0.000    0.000    0.000 core.py:2717(MaskedArray)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
       10    0.000    0.000    0.000    0.000 extras.py:237(__init__)
      439    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       80    0.000    0.000    0.000    0.000 ipaddress.py:1151(_parse_octet)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 authentication.py:29(<module>)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7fab10eea040}
        1    0.000    0.000    0.000    0.000 uri_validate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 oauth2_session.py:1(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:241(getdoc)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
      470    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
        2    0.000    0.000    0.000    0.000 request_validator.py:2(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1759(_try_wait)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        2    0.000    0.000    0.000    0.000 contextlib.py:429(callback)
      132    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
      309    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
      419    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        9    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
        5    0.000    0.000    0.000    0.000 connection_cext.py:426(fetch_eof_status)
        1    0.000    0.000    0.000    0.000 connection.py:108(_has_ipv6)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 son_manipulator.py:15(<module>)
        8    0.000    0.000    0.000    0.000 core.py:7996(__init__)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
      224    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      298    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 database.py:55(Database)
       45    0.000    0.000    0.000    0.000 _pydecimal.py:3949(__setattr__)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
        1    0.000    0.000    0.000    0.000 pickle.py:1134(_Unpickler)
        1    0.000    0.000    0.000    0.000 network.py:29(<module>)
       88    0.000    0.000    0.000    0.000 six.py:137(__init__)
        1    0.000    0.000    0.000    0.000 collation.py:15(<module>)
       76    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
